"CO_NCM","Setor","Subsetor","Produto","NCM"
"02109990","CARNES","DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES","DEMAIS CARNES E MIUDEZAS","CARNES DE OUTROS ANIMAIS, SALGADAS, SECAS, ETC."
"03011000","PESCADOS","PEIXES","PEIXES VIVOS","PEIXES ORNAMENTAIS,VIVOS"
"03011010","PESCADOS","PEIXES","PEIXES VIVOS","PEIXE ARUANA VIVO (ORNAMENTAL)"
"03011090","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES VIVOS ORNAMENTAIS,EXCETO ARUANA"
"03011110","PESCADOS","PEIXES","PEIXES VIVOS","ARUANA (OSTEOGLOSSUM BICIRRHOSUM)"
"03011190","PESCADOS","PEIXES","PEIXES VIVOS","OUTROS PEIXES ORNAMENTAIS, VIVOS, DE AGUA DOCE"
"03011900","PESCADOS","PEIXES","PEIXES VIVOS","OUTROS PEIXES ORNAMENTAIS VIVOS"
"03019110","PESCADOS","PEIXES","PEIXES VIVOS","PEIXES TRUTAS,PARA REPRODUCAO"
"03019190","PESCADOS","PEIXES","PEIXES VIVOS","PEIXES TRUTAS,VIVOS,EXCETO PARA REPRODUCAO"
"03019210","PESCADOS","PEIXES","PEIXES VIVOS","PEIXES ENGUIAS,PARA REPRODUCAO"
"03019290","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES ENGUIAS,VIVOS,EXCETO PARA REPRODUCAO"
"03019310","PESCADOS","PEIXES","PEIXES VIVOS","PEIXES CARPAS,PARA REPRODUCAO"
"03019390","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES CARPAS,VIVOS,EXCETO PARA REPRODUCAO"
"03019410","PESCADOS","PEIXES","PEIXES VIVOS","PEIXES ALBACORAS-AZUIS,PARA REPRODUCAO"
"03019490","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES ALBACORAS-AZUIS VIVOS,EXC.PARA REPRODUCAO"
"03019510","PESCADOS","PEIXES","PEIXES VIVOS","PEIXES ATUNS-DO-SUL,PARA REPRODUCAO"
"03019590","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES ATUNS-DO-SUL VIVOS,EXCETO PARA REPRODUCAO"
"03019910","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES PARA REPRODUCAO"
"03019911","PESCADOS","PEIXES","PEIXES VIVOS","PEIXES TILAPIAS,PARA REPRODUCAO"
"03019912","PESCADOS","PEIXES","PEIXES VIVOS","PEIXES ESTURJOES,PARA REPRODUCAO"
"03019919","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES PARA REPRODUCAO,EXCETO TILAPIAS E ESTURJOES"
"03019990","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES VIVOS"
"03019991","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES TILAPIAS,VIVOS,EXCETO PARA REPRODUCAO"
"03019992","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES ESTURJOES,VIVOS,EXCETO PARA REPRODUCAO"
"03019999","PESCADOS","PEIXES","PEIXES VIVOS","OUTS.PEIXES VIVOS,VIVOS,EXCETO PARA REPRODUCAO"
"03021100","PESCADOS","PEIXES","TRUTAS","PEIXES TRUTAS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES/OVAS"
"03021200","PESCADOS","PEIXES","SALMÕES","PEIXES SALMOES-DO-PACIF/ATLANT/DANUB.FRESCOS/REFRIG.ETC"
"03021300","PESCADOS","PEIXES","SALMÕES","SALMOES-DO-PACIFICO (ONCORHYNCHUS NERKA, ETC), FR.OU R."
"03021400","PESCADOS","PEIXES","SALMÕES","SALMAO-DO-ATLANTICO E SALMAO-DO-DANUBIO, FR. OU REFRI."
"03021900","PESCADOS","PEIXES","SALMÕES","OUTS.PEIXES SALMONIDEOS FRESCOS/REFRIG.EXC.FILES,ETC."
"03022100","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES LINGUADOS-GIGANTES,FRESCOS/REFRIG.EXC.FILES,ETC."
"03022200","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES SOLHAS OU PATRUCAS,FRESCOS/REFRIG.EXC.FILES,ETC."
"03022300","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES LINGUADOS,FRESCOS/REFRIG.EXC.FILES,OUTS/CARNES,"
"03022400","PESCADOS","PEIXES","DEMAIS PEIXES","PREGADO (PSETTA MAXIMA), FRESCO OU REFRIGERADO"
"03022900","PESCADOS","PEIXES","DEMAIS PEIXES","OUTS.PEIXES CHATOS,FRESCOS/REFRIG.EXC.FILES,OUTS.CARNES"
"03023100","PESCADOS","PEIXES","ATUNS","PEIXES ATUNS-BRANCOS OU GERMOES,FRESCOS/REFRIG.EXC.FILE"
"03023200","PESCADOS","PEIXES","ATUNS","PEIXES ALBACORAS/ATUNS BARBAT.AMARELA,FRESCOS/REFRIG.ET"
"03023300","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES BONITOS-LISTRADOS,ETC.FRESCOS/REFRIG.EXC.FILES,"
"03023400","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES ALBACORAS-BANDOLIM,FRESCOS/REFRIG.EXC.FILES,ETC."
"03023500","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES ALBACORAS-AZUIS,FRESCOS/REFRIG.EXC.FILES/OVAS,ET"
"03023600","PESCADOS","PEIXES","ATUNS","PEIXES ATUNS-DO-SUL,FRESCOS/REFRIG.EXC.FILES/OVAS,ETC."
"03023900","PESCADOS","PEIXES","ATUNS","OUTS.PEIXES ATUNS FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,"
"03024000","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES ARENQUES,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,ET"
"03024100","PESCADOS","PEIXES","DEMAIS PEIXES","ARENQUES (CLUPEA HARENGUS,CLUPEA PALLASII),FR.OU REFRI."
"03024210","PESCADOS","PEIXES","DEMAIS PEIXES","ANCHOITA (ENGRAULIS ANCHOITA), FRESCAS OU REFRIGERADAS"
"03024290","PESCADOS","PEIXES","DEMAIS PEIXES","OUTRAS ANCHOVAS, FRESCAS OU REFRIGERADAS"
"03024300","PESCADOS","PEIXES","DEMAIS PEIXES","SARDINHAS (SARDINA PILCHARDUS,ETC),ANCHOVETA,FR.OU REF."
"03024400","PESCADOS","PEIXES","DEMAIS PEIXES","CAVALINHAS, FRESCAS OU REFRIGERADAS"
"03024500","PESCADOS","PEIXES","DEMAIS PEIXES","CHICHARROS (TRACHURUS SPP.), FRESCOS OU REFRIGERADOS"
"03024600","PESCADOS","PEIXES","DEMAIS PEIXES","BIJUPIRA (RACHYCENTRON CANADUM), FRES. OU REFRIG."
"03024700","PESCADOS","PEIXES","DEMAIS PEIXES","ESPADARTE (XIPHIAS GLADIUS), FRESCOS OU REFRIGERADOS"
"03024910","PESCADOS","PEIXES","DEMAIS PEIXES","ESPADINS, MARLINS, VELEIROS (ISTIOPHORIDAE), FRESCOS OU REFRIGERADOS"
"03024990","PESCADOS","PEIXES","DEMAIS PEIXES","OUTROS PEIXES FRESCOS OU REFRIGERADOS, EXCETO OS FILÉS DE PEIXES E OUTRA CARNE DE PEIXES DA POSIÇÃO 03.04"
"03025000","PESCADOS","PEIXES","BACALHAU","PEIXES BACALHAUS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,"
"03025100","PESCADOS","PEIXES","BACALHAU","BACALHAU-DO-ATLANTICO,DA-GROELAND.E DO-PACIFICO,F.OU R."
"03025200","PESCADOS","PEIXES","DEMAIS PEIXES","HADDOCK OU LUBINA (MELANOGRAMMUS AEGLEFINUS), F. OU R."
"03025300","PESCADOS","PEIXES","DEMAIS PEIXES","SAITHE (POLLACHIUS VIRENS), FRESCOS OU REFRIGERADOS"
"03025400","PESCADOS","PEIXES","DEMAIS PEIXES","MERLUZAS/ABROTEAS(MERLUCCIUS SPP.,UROPHYCIS SPP),F.OU R"
"03025500","PESCADOS","PEIXES","DEMAIS PEIXES","MERLUZA-DO-ALASCA (THERAGRA CHALCOGRAMMA),FR. OU REFRI."
"03025600","PESCADOS","PEIXES","DEMAIS PEIXES","VERDINHOS (MICROMESISTIUS POUTASSOU, MICROME. AUSTRALIS"
"03025900","PESCADOS","PEIXES","DEMAIS PEIXES","OUTROS PEIXES DAS FAM. BREGMACEROTIDAE, GADIDAE, ETC."
"03026100","PESCADOS","PEIXES","SARDINHAS","PEIXES SARDINHAS/SARDINELAS,FRESCOS/REFRIG.EXC.FILES,ET"
"03026200","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES HADDOCKS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,ET"
"03026300","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES-CARVAO FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,ETC."
"03026400","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES CAVALAS,CAVALINHAS,ETC.FRESCAS/REFRIG.EXC.FILES,"
"03026500","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES ESQUALOS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,ET"
"03026600","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES ENGUIAS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,ETC"
"03026700","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES ESPADARTES,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,"
"03026800","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES MARLONGAS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES,"
"03026810","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES MARLONGAS-NEGRAS,FRESCOS/REFRIG.EXC.FILES,ETC."
"03026820","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES MARLONGAS-DO-ANTARTICO,FRESCOS/REFRIG.EXC.FILES,"
"03026910","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES MERLUZAS,FRESCOS/REFRIG.EXC.FILES/OUTS.CARNES"
"03026921","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES ESPADARTES,FRESCOS OU REFRIGERADOS"
"03026922","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES AGULHOES,FRESCOS OU REFRIG.EXC.FILES/OUTS.CARNES"
"03026923","PESCADOS","PEIXES","PARGOS","PARGOS,PEIXES FRESCOS OU REFRIGERADOS"
"03026931","PESCADOS","PEIXES","DEMAIS PEIXES","CHERNES-POVEIRO,PEIXES FRESCOS OU REFRIGERADOS"
"03026932","PESCADOS","PEIXES","DEMAIS PEIXES","GAROUPAS,PEIXES FRESCOS OU REFRIGERADOS"
"03026933","PESCADOS","PEIXES","DEMAIS PEIXES","ESTURJOES,PEIXES FRESCOS OU REFRIGERADOS"
"03026934","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES-REI FRESCOS OU REFRIGERADOS"
"03026935","PESCADOS","PEIXES","DEMAIS PEIXES","BAGRES,PEIXES FRESCOS OU REFRIGERADOS"
"03026941","PESCADOS","PEIXES","DEMAIS PEIXES","CURIMATAS,PEIXES FRESCOS,REFRIG.EXC.FILES,ETC."
"03026942","PESCADOS","PEIXES","TILÁPIAS","TILAPIAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,"
"03026943","PESCADOS","PEIXES","SURUBINS","SURUBINS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,"
"03026944","PESCADOS","PEIXES","DEMAIS PEIXES","TRAIRAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,ETC"
"03026945","PESCADOS","PEIXES","DEMAIS PEIXES","PIAUS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,ETC."
"03026946","PESCADOS","PEIXES","DEMAIS PEIXES","TAINHAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,ETC"
"03026947","PESCADOS","PEIXES","DEMAIS PEIXES","PIRARUCUS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,"
"03026948","PESCADOS","PEIXES","DEMAIS PEIXES","PESCADAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,"
"03026949","PESCADOS","PEIXES","DEMAIS PEIXES","ANCHOITAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,"
"03026951","PESCADOS","PEIXES","DEMAIS PEIXES","PIRAMUTABAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES"
"03026952","PESCADOS","PEIXES","DEMAIS PEIXES","DOURADAS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES"
"03026953","PESCADOS","PEIXES","DEMAIS PEIXES","PACUS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,ETC."
"03026954","PESCADOS","PEIXES","DEMAIS PEIXES","TAMBAQUIS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,"
"03026955","PESCADOS","PEIXES","DEMAIS PEIXES","TAMBACUS,PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,"
"03026990","PESCADOS","PEIXES","DEMAIS PEIXES","OUTROS PEIXES FRESCOS,REFRIG.EXC.FILES,OUTS.CARNES,ETC."
"03027000","PESCADOS","PEIXES","DEMAIS PEIXES","FIGADOS,OVAS E SEMEN,DE PEIXES,FRESCOS OU REFRIGERADOS"
"03027100","PESCADOS","PEIXES","TILÁPIAS","TILAPIAS (OREOCHROMIS SPP.), FRESCAS OU REFRIGERADAS"
"03027210","PESCADOS","PEIXES","DEMAIS PEIXES","BAGRE (ICTALURUS PUNTACTUS), FRESCO OU REFRIGERADO"
"03027290","PESCADOS","PEIXES","DEMAIS PEIXES","OUTROS BAGRES FRESCOS OU REFRIGERADOS"
"03027300","PESCADOS","PEIXES","DEMAIS PEIXES","CARPAS (CYPRINUS CARPIO, CARASSIUS CARASSIUS, ETC.)"
"03027400","PESCADOS","PEIXES","DEMAIS PEIXES","ENGUIAS (ANGUILLA SPP.), FRESCAS OU REFRIGERADAS"
"03027900","PESCADOS","PEIXES","DEMAIS PEIXES","PERCA-DO-NILO,PEIXE CABECA-DE-SERPENTE, FR.OU REFRIG."
"03028100","PESCADOS","PEIXES","DEMAIS PEIXES","CAÇÃO E OUTROS TUBAROES, FRESCOS OU REFRIGERADOS"
"03028200","PESCADOS","PEIXES","DEMAIS PEIXES","RAIAS (RAJIDAE), FRESCA OU REFRIGERADA"
"03028310","PESCADOS","PEIXES","DEMAIS PEIXES","MERLUZA NEGRA (DISSOSTICHUS ELEGINOIDES), FR. OU REF."
"03028320","PESCADOS","PEIXES","DEMAIS PEIXES","MERLUZA ANTARTICA (DISSOSTICHUS MAWSONI)"
"03028400","PESCADOS","PEIXES","DEMAIS PEIXES","ROBALOS (DICENTRARCHUS SPP.), FRES. OU REFRIG."
"03028500","PESCADOS","PEIXES","DEMAIS PEIXES","PARGOS OU SARGOS (SPARIDAE), FRES. OU REFRIG."
"03028910","PESCADOS","PEIXES","DEMAIS PEIXES","PARGO (LUTJANUS PURPUREUS), FRESCOS OU REFRIGERADOS"
"03028911","PESCADOS","PEIXES","DEMAIS PEIXES","AGULHOES (ISTIOPHORUS SPP,TETRAPTURUS SPP,MAKAIRA SPP)"
"03028912","PESCADOS","PEIXES","PARGOS","PARGO (LUTJANUS PURPUREUS), FRES. OU REFRIG."
"03028921","PESCADOS","PEIXES","DEMAIS PEIXES","CHERNE-POVEIRO (POLYPIRION AMERICANUS),FRES. OU REFRIG."
"03028922","PESCADOS","PEIXES","DEMAIS PEIXES","GAROUPAS (ACANTHISTIUS SPP.), FRES. OU REFRIG."
"03028923","PESCADOS","PEIXES","DEMAIS PEIXES","ESTURJAO (ACIPENSER BAERI), FRESCO OU REFRIGERADO"
"03028924","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES-REI (ATHERINA SPP.), FRESCO OU REFRIGERADO"
"03028931","PESCADOS","PEIXES","DEMAIS PEIXES","CURIMATAS (PROCHILODUS SPP.), FRESCO OU REFRIGERADO"
"03028932","PESCADOS","PEIXES","TILÁPIAS","TILAPIAS (TILAPIA,SAROTHERODON,DANAKILIA, SEUS HIBRIDO"
"03028933","PESCADOS","PEIXES","SURUBINS","SURUBINS (PSEUDOPLATYSTOMA SPP.), FRES. OU REFRIG."
"03028934","PESCADOS","PEIXES","DEMAIS PEIXES","TRAIRA (HOPLIAS MALABARICUS & H. CF. LACERDAE)"
"03028935","PESCADOS","PEIXES","DEMAIS PEIXES","PIAUS (LEPORINUS SPP.), FRESCO OU REFRIGERADO"
"03028936","PESCADOS","PEIXES","DEMAIS PEIXES","TAINHAS (MUGIL SPP), FRESCO OU REFRIGERADO"
"03028937","PESCADOS","PEIXES","DEMAIS PEIXES","PIRARUCU (ARAPAIMA GIGAS), FRESCO OU REFRIGERADO"
"03028938","PESCADOS","PEIXES","DEMAIS PEIXES","PESCADAS (CYNOCION SPP.), FRESCA OU REFRIGERADA"
"03028941","PESCADOS","PEIXES","DEMAIS PEIXES","PIRAMUTABA (BRACHYPLATYSTOMA VAILLANTII),FR. OU REFRIG."
"03028942","PESCADOS","PEIXES","DEMAIS PEIXES","DOURADA (BRACHYPLATYSTOMA FLAVICANS), FR. OU REFRIG."
"03028943","PESCADOS","PEIXES","DEMAIS PEIXES","PACU (PIARACTUS MESOPOTAMICUS), FR. OU REFRIG."
"03028944","PESCADOS","PEIXES","DEMAIS PEIXES","TAMBAQUI (COLOSSOMA MACROPOMUM)"
"03028945","PESCADOS","PEIXES","DEMAIS PEIXES","TAMBACU (HIBRIDO DE TAMBAQUI E PACU)"
"03028990","PESCADOS","PEIXES","DEMAIS PEIXES","OUTROS PEIXES FRESCOS OU REFRIGERADOS"
"03029000","PESCADOS","PEIXES","DEMAIS PEIXES","FIGADOS, OVAS E SEMEN,DE PEIXES,FRESCOS OU REFRIGERADOS"
"03029100","PESCADOS","PEIXES","DEMAIS PEIXES","FÍGADOS, OVAS E GÔNADAS MASCULINAS, FRESCOS OU REFRIGERADOS"
"03029190","PESCADOS","PEIXES","DEMAIS PEIXES","OUTROS FÍGADOS, OVAS E GÔNADAS MASCULINAS, FRESCOS OU REFRIGERADOS"
"03029200","PESCADOS","PEIXES","DEMAIS PEIXES","BARBATANAS DE TUBARÃO, FRESCOS OU REFRIGERADOS"
"03029900","PESCADOS","PEIXES","DEMAIS PEIXES","CABEÇAS, CAUDAS, BEXIGAS-NATATÓRIAS E OUTROS SUBPRODUTOS COMESTÍVEIS DE PEIXES"
"03031000","PESCADOS","PEIXES","SALMÕES","SALMOES-DO-PACIFICO,PEIXES CONGELADOS,EXC.FILES,ETC."
"03031100","PESCADOS","PEIXES","SALMÕES","SALMOES VERMELHOS,PEIXES CONGELADOS"
"03031200","PESCADOS","PEIXES","SALMÕES","OUTROS SALMOES-DO-PACIFICO, CONGELADOS"
"03031300","PESCADOS","PEIXES","SALMÕES","SALMAO-DO-ATLANTICO E SALMAO-DO-DANUBIO, CONG."
"03031400","PESCADOS","PEIXES","TRUTAS","TRUTAS (SALMO TRUTTA,ONCORHYNCHUS MYKISS, ETC.),CONGEL."
"03031900","PESCADOS","PEIXES","SALMÕES","OUTROS PEIXES SALMOES,CONGELADOS"
"03032100","PESCADOS","PEIXES","TRUTAS","TRUTAS (SALMO TRUTTA,ETC) PEIXES CONGELAD.EXC.FILES,ETC"
"03032200","PESCADOS","PEIXES","SALMÕES","SALMOES-DO-ATLANTICO E DANUBIO,PEIXES CONGELAD.EXC.FILE"
"03032300","PESCADOS","PEIXES","TILÁPIAS","TILAPIAS (OREOCHROMIS SPP.), CONGELADAS"
"03032410","PESCADOS","PEIXES","DEMAIS PEIXES","BAGRE (ICTALURUS PUNTACTUS) CONGELADO"
"03032490","PESCADOS","PEIXES","DEMAIS PEIXES","PERCA-DO-NILO E CABECAS-DE-SERPENTE, CONGELADOS"
"03032500","PESCADOS","PEIXES","DEMAIS PEIXES","CARPAS, CONGELADAS"
"03032600","PESCADOS","PEIXES","DEMAIS PEIXES","ENGUIAS CONGELADAS (ANGUILLA SPP.), CONGELADAS"
"03032900","PESCADOS","PEIXES","SALMÕES","OUTS PEIXES SALMONIDEOS CONGELAD.EXC.FILES,OUTS.CARNES,"
"03033100","PESCADOS","PEIXES","DEMAIS PEIXES","LINGUADOS-GIGANTES,PEIXES CONGELAD.EXC.FILES.OUTS.CARNE"
"03033200","PESCADOS","PEIXES","DEMAIS PEIXES","SOLHAS OU PATRUCAS,PEIXES CONGELAD.EXC.FILES,OUTS.CARNE"
"03033300","PESCADOS","PEIXES","DEMAIS PEIXES","LINGUADOS,PEIXES CONG.EXC.FILES,OUTS.CARNES,FIGADOS,ETC"
"03033400","PESCADOS","PEIXES","DEMAIS PEIXES","PREGADO (PSETTA MAXIMA), CONGELADO"
"03033900","PESCADOS","PEIXES","DEMAIS PEIXES","OUTS.PEIXES CHATOS,CONGELADOS,EXC.FILES,OUTS.CARNES,ETC"
"03034100","PESCADOS","PEIXES","ATUNS","ATUNS-BRANCOS OU GERMOES,PEIXES CONGELAD.EXC.FILES,ETC."
"03034200","PESCADOS","PEIXES","ATUNS","ALBACORAS/ATUNS BARBATANA AMARELA,PEIXES CONG.EXC.FILES"
"03034300","PESCADOS","PEIXES","DEMAIS PEIXES","BONITOS-LISTRADOS,ETC.PEIXES CONGELADOS,EXC.FILES,ETC."
"03034400","PESCADOS","PEIXES","DEMAIS PEIXES","ALBACORAS-BANDOLIM (PATUDOS),PEIXES CONGELADOS"
"03034500","PESCADOS","PEIXES","DEMAIS PEIXES","ALBACORAS-AZUIS (ATUNS-AZUIS),PEIXES CONGELADOS"
"03034600","PESCADOS","PEIXES","ATUNS","ATUNS DO SUL,PEIXES CONGELADOS"
"03034900","PESCADOS","PEIXES","ATUNS","OUTS.PEIXES ATUNS CONGEL.EXC.FILES,OUTS.CARNES,FIGADOS,"
"03035000","PESCADOS","PEIXES","DEMAIS PEIXES","ARENQUES,PEIXES CONGELAD.EXC.FILES,OUTS.CARNES,FIGADOS,"
"03035100","PESCADOS","PEIXES","DEMAIS PEIXES","ARENQUES,PEIXES CONGELADOS,EXC.FIGADO,OVAS,SEMEN"
"03035200","PESCADOS","PEIXES","BACALHAU","BACALHAUS(GADUS MORHUA,GADUS OGAC),PEIXES CONGELADOS"
"03035300","PESCADOS","PEIXES","SARDINHAS","SARDINHAS, CONGELADAS"
"03035400","PESCADOS","PEIXES","DEMAIS PEIXES","CAVALINHAS, CONGELADAS"
"03035500","PESCADOS","PEIXES","DEMAIS PEIXES","CHICHARROS (TRACHURUS SPP.), CONGELADOS"
"03035600","PESCADOS","PEIXES","DEMAIS PEIXES","BIJUPIRA (RACHCENTRON CANADUM), CONGELADO"
"03035700","PESCADOS","PEIXES","DEMAIS PEIXES","ESPADARTE (XIPHIAS GALDIUS), CONGELADO"
"03035910","PESCADOS","PEIXES","DEMAIS PEIXES","ESPADINS, MARLINS, VELEIROS (ISTIOPHORIDAE), CONGELADOS"
"03035920","PESCADOS","PEIXES","DEMAIS PEIXES","ANCHOITA (ENGRAULIS ANCHOITA), CONGELADO"
"03035990","PESCADOS","PEIXES","DEMAIS PEIXES","OUTROS PEIXES CONGELADOS, EXCETO OS FILÉS DE PEIXES E OUTRA CARNE DE PEIXES DA POSIÇÃO 03.04"
"03036000","PESCADOS","PEIXES","BACALHAU","BACALHAUS (GADUS) CONGELADOS,EXC.FILES,OUTS.CARNES,ETC."
"03036100","PESCADOS","PEIXES","DEMAIS PEIXES","ESPADARTES (XIPHIAS GLADIUS),PEIXES CONGELADOS"
"03036210","PESCADOS","PEIXES","DEMAIS PEIXES","MARLONGAS-NEGRAS (DISSOSTS.ELEGINOIDES),PEIXES CONGEL."
"03036211","PESCADOS","PEIXES","DEMAIS PEIXES","MARLONGAS-NEGRAS,PEIXES CONG.EVISCERAD.S/CABECA,S/CALDA"
"03036212","PESCADOS","PEIXES","DEMAIS PEIXES","CABECAS DE PEIXES MARLONGAS-NEGRAS,CONGELADOS"
"03036219","PESCADOS","PEIXES","DEMAIS PEIXES","OUTS.PEIXES MARLONGAS-NEGRAS,CONGELADOS"
"03036221","PESCADOS","PEIXES","DEMAIS PEIXES","MARLONGAS-DO-ANTARTICO,PEIXES CONG.EVISCERADOS,S/CABECA"
"03036222","PESCADOS","PEIXES","DEMAIS PEIXES","CABECAS DE PEIXES MARLONGAS-DO-ANTARTICO,CONGELADAS"
"03036229","PESCADOS","PEIXES","DEMAIS PEIXES","OUTS.PEIXES MARLONGAS-DO-ANTARTICO,CONGELADOS"
"03036290","PESCADOS","PEIXES","DEMAIS PEIXES","OUTS.PEIXES CONGELADOS,EXC.FIGADOS,OVAS,SEMEN"
"03036300","PESCADOS","PEIXES","BACALHAU","BACALHAU-DO-ATLANTICO E BACALHAU-DO-PACIFICO, CONGELADO"
"03036400","PESCADOS","PEIXES","DEMAIS PEIXES","HADDOCK OU LUBINA (MELANOGRAMMUS AEGLEFINUS), CONGELADO"
"03036500","PESCADOS","PEIXES","DEMAIS PEIXES","SAITHE (POLLACHIUS VIRENS), CONGELADO"
"03036600","PESCADOS","PEIXES","DEMAIS PEIXES","MERLUZAS E ABROTEAS (MERLUCCIUS ,UROPHYCIS ),CONGELADAS"
"03036700","PESCADOS","PEIXES","DEMAIS PEIXES","MERLUZA-DO-ALASCA (THERAGRA CHALCOGRAMMA)"
"03036800","PESCADOS","PEIXES","DEMAIS PEIXES","VERDINHOS, CONGELADOS (EXCETO FILES, OUTRAS CARNES)"
"03036910","PESCADOS","PEIXES","DEMAIS PEIXES","MERLUZA ROSADA (MACRURONUS MEGELLANICUS), CONGELADA"
"03036990","PESCADOS","PEIXES","DEMAIS PEIXES","OUTROS PEIXES CONGELADOS, EXCETO FILE E OUTRAS CARNES"
"03037100","PESCADOS","PEIXES","SARDINHAS","SARDINHAS,SARDINELAS,ETC.CONGELADAS,EXC.FILES,ETC."
"03037200","PESCADOS","PEIXES","DEMAIS PEIXES","HADDOCKS CONGELADOS,EXC.FILES,OUTRAS CARNES,FIGADOS,ETC"
"03037300","PESCADOS","PEIXES","DEMAIS PEIXES","PEIXES-CARVAO CONGELADOS,EXC.FILES,OUTRAS CARNES,ETC."
"03037400","PESCADOS","PEIXES","DEMAIS PEIXES","CAVALAS,CAVALINHAS E SARDAS,CONGELADAS,EXC.FILES,ETC."
"03037500","PESCADOS","PEIXES","DEMAIS PEIXES","ESQUALOS CONGELADOS,EXC.FILES,OUTRAS CARNES,FIGADOS,ETC"
"03037511","PESCADOS","PEIXES","DEMAIS PEIXES","TUBAROES-AZUIS INTEIROS,CONGELADOS"
"03037512","PESCADOS","PEIXES","DEMAIS PEIXES","TUBAROES-AZUIS,CONGELAD.EVISCERAD.S/CABECA,S/BARBATANA"
"03037513","PESCADOS","PEIXES","DEMAIS PEIXES","TUBAROES-AZUIS,CONGELADOS,EM PEDACOS,COM PELE"
"03037514","PESCADOS","PEIXES","DEMAIS PEIXES","TUBAROES-AZUIS,CONGELADOS,EM PEDACOS,SEM PELE"
"03037519","PESCADOS","PEIXES","DEMAIS PEIXES","OUTS.TUBAROES-AZUIS,CONGELADOS"
"03037590","PESCADOS","PEIXES","DEMAIS PEIXES","OUTS.PEIXES ESQUALOS,CONGELADOS"
"03037600","PESCADOS","PEIXES","DEMAIS PEIXES","ENGUIAS CONGELADAS,EXC.FILES,OUTRAS CARNES,FIGADOS,ETC."
"03037700","PESCADOS","PEIXES","DEMAIS PEIXES","PERCAS (ROBALOS E BAILAS) CONGELADAS,EXC.FILES,ETC."
